index,id,text,text_swap_words,text_remove_spacing,text_letter_to_symbol,text_swap_letters,text_insert_punctuation,text_insert_duplicate_characters,text_delete_characters,text_change_case
24,1488300824262438920,IN STRING. TOPGEAR DIARRHEA KETO RECIPE DUBSTEP DOG POO CODING IRISCOIN HERD THE TURD. DIARRHEA YOU FARTED SCROTUM MOSQUITOES SECRETARYS DO THAT. DOG POO PEWEY TURD IFB SUGAR DADDY AND A LAWN. SMURVES NFT REMATIC TEA ROBOTICS ELEPHANT DIARRHEA AIRDROP THE AQUARIUM,IN STRING. TOPGEAR DIARRHEA KETO RECIPE DUBSTEP DOG POO CODING IRISCOIN HERD THE TURD. DIARRHEA YOU FARTED MOSQUITOES SCROTUM SECRETARYS DO THAT. DOG POO PEWEY TURD IFB SUGAR DADDY AND A LAWN. SMURVES NFT REMATIC TEA ROBOTICS ELEPHANT DIARRHEA AIRDROP THE AQUARIUM,"IN-STRING.`TOPGEAR DIARRHEA KETO RECIPE DUBSTEP,DOG POO`CODING IRISCOIN HERD`THE TURD. DIARRHEA*YOU-FARTED,SCROTUM*MOSQUITOES`SECRETARYS DO`THAT. DOG*POO`PEWEY TURD IFB-SUGAR.DADDY AND A`LAWN. SMURVES NFT.REMATIC TEA ROBOTICS ELEPHANT-DIARRHEA AIRDROP THE AQUARIUM",IN $tR|NG TOPGEAR DIARRHEA KETO RECIPE DUBSTEP DOG P0O CODING IR|s[0IN HERD THE TURD. DIARRHEA YOU FARTED SCROTUM MOSQUITOES SECRETARYS DO THAT. DO9 POO PEWEY TURD IFB SUGAR DADDY AND A LAWN. SMURVES NFT REMATIC TEA ROBOTICS E!ePHaNT DIARRHEA AIRDROP THE AQUARIUM,IN STINRG TOPGEAR DIARRHEA KTEO RECIPE DUBSTEP DOG POO CODING IRICSOIN HRED THE TURD. DARIRHEA YOU FARTED SCROTUM MOSQUITOES SECRETARYS DO THAT. DOG POO PEWEY TURD IFB SUGAR DADDY AND A LAWN. SMURVES NFT REMATIC TEA ROBOTICS ELEPHANT DIARERHA AIRDROP THE AQUARIUM,"IN STR]{ING TOPGEAR ]DIARR!HEA KETO R'""ECIPE DUBST!.EP DOG POO CODING IRISCOIN HERD THE TURD. DIARRHEA YOU FARTED SCROTUM MOSQUITOES SECRETARYS DO TH`(AT DOG POO PE~W^EY TURD ^IF,B SUGAR DADDY AND A LAWN. SM^URV'ES NFT REMATIC TEA ROBOTICS ELEPHANT DIARRHEA AIRDROP THE AQU/!ARIUM",IN STRIINGG TOPGEAR DIARRHEA KETO RRECIPEE DUBSTEP DOG POO CODING IRRISSCOIN HERD TTTHE TURD. DIARRHEA YYOOU FARTED SCROTUM MOSQUITOES SECRETARYS DO THAT. DOG POO PEWEY TURD IFB SUGAR DDADDDY AND A LAWN. SMURVES NFT REMATIC TEA ROBOTICS ELEPHHANNT DIARRHEA AIRDROP THE AQUAARIIUM,IN STIG TOPGEAR DIARRHEA KEO REIE DUBSTEP DOG POO CONG IRISCOIN HERD THE TRD DIARRHEA YOU FARD SCOUM MOSQUITOES SECRETARYS DO THAT. DOG POO PEWEY TURD IFB SUGAR DADY AND A LAWN. SMUES NFT REMATIC TEA ROBOCS ELEPHANT DIARRHEA AIRDROP THE AQUARIUM,IN sTRing TOPGEAr DIARRHEA KETO RECIPE DUBSTEP DOg POO CODING iRISCOIN HERD THE turd DIARRHEA YOU FARTED SCROTUM MOSQUITOES SECRETARYS DO THAT. DOG POO pEweY TURD IFB SUGAR DADDY AND A Lawn SMURVES NFt REMATIC TEA roBoticS ELEPHANT DIARRHEA AIRDROP ThE AQUARIUM
25,1488300820705779718,Null drones but from the angle that its a soft lock in reality. Like trading away the only pokemon that can learn surf while on an island .,Null drones but from the angle that its a lock soft in reality. Like trading away the only pokemon that can learn surf while on an island .,"Null-drones`but from the angle that,its a`soft lock in`reality. Like trading*away-the,only*pokemon`that can`learn surf*while`on an island-.",Null dronES but from the angle that its a soft lock in reality. Like trading away the only p0kemOn that can learn $ur4 while on an i$I@nd .,Null drneos but from the angle that its a soft lcok in reality. Like trading away the olny pokemon that can leran sruf while on an island .,Null dro]{nes but from the angle that its a ]so!ft lock in r?ealit/y Like !tradi.ng away the only pokemon that can learn surf while on an island .,Null dronness but from the angle that its a soft lock in rrealitty Like trading away the only pokeeemon that can learn ssuurf while on an iislannd .,Null drns but from the angle that its a soft lok in realy Like trading away the only pokemon that can larn surf while on an ilnd .,Null DroNES but from the angLe that its a soft lock in REAliTy Like trading away the Only pokemon that can learn SURF while on an island .
26,1488300802301120517,Autodesk Maya gotta have over a million menus and buttons.,Autodesk Maya gotta over have a million menus and buttons.,"Autodesk-Maya`gotta have over a million,menus and`buttons.",Autodesk May@ gotta tA over a million menus and buttons.,Autodesk Myaa gotta have hvae a million menus and buttons.,Autodesk May]{a gotta ]!ta over a million m?illio/n !me.nus buttons.,Autodesk Mayaaa gotta have hhavee a million menus and buttons.,Autodesk Maa gotta have over a million mllon and buttons.,Autodesk mAYA gOt have over a million MILliOn and buttons.
27,1488300759510831105,WiFi should be a basic need at this age and time not a benefit.,WiFi should be a basic at need this age and time not a benefit.,"WiFi-should`be a basic need at,this age`and time not`a benefit.",WiFi should 6e a basic need at this aGe and time not a benefit.,WiFi should be a basic need at this age and time not a beneift,"WiFi should b]{e a basic ]ne!ed at this age and t'""ime not a benef!.it",WiFi should beee a basic need at this aagge and time not a benefit.,WiFi should be a basic need at this age and time not a bneit,WiFi should BE a basic need at this aGe and time not a benefit.
28,1488300755643551749,#Windows11 #Windows #Microsoft Stay away from windows 11. They took away features like copy and paste and added cool new features like Hell and Existential Dread.,#Windows11 #Windows #Microsoft Stay away from windows 11. They away took features like copy and paste and added cool new features like Hell and Existential Dread.,"#Windows11-#Windows`#Microsoft Stay away from windows,11. They`took away features`like copy and*paste-and,added*cool`new features`like Hell*and`Existential Dread.",#Windows11 W|ndOw$ M|<r0$o4T Stay away from wInd0w$ 11. They took away features like copy and paste and added cool new features like Hell and Existential Dread.,#Windows11 Widnwos #Microsoft Stay away from windwos 11. They took away feuatres like copy and psate and adedd cool new features like Hell and Existential Dread.,"#Windows11 Win{dow]s #Microsoft ]St!ay away from windows '""11 They ]`took away features like copy and paste and added cool new features like Hell and Existential Dread.",#Windows11 Winddowss #Microsoft Stay away from wwinddows 11. They took away features like copy and paste and adddeed cool new ffeaturess like Heelll and Existential Dread.,#Windows11 Winds #Microsoft Stay away from wndws 11. They took away features like copy and paste and aded cool new features like Hll and Existential Dread.,#Windows11 WinDOWS #Microsoft StaY away from windows 11. They TOOK away features like Copy and paste and added COOL new features like Hell and Existential Dread.
29,1488300743354421253,"Breaking in a K68 Corsair keyboard. Not clicky at all, mechanical keyboard. It's interesting.","Breaking in a K68 Corsair Not keyboard. clicky at all, mechanical keyboard. It's interesting.","Breaking-in`a K68 Corsair keyboard. Not,clicky at`all, mechanical keyboard.`It's interesting.","Breaking in a K68 Corsair keyboard. Not CI|<ky at all, m{ChAnI<AI keyboard. It's interesting.","Breaking in a K68 Corsair keyboard. Not clicky at all, mechanical keybaord It's interesting.","Breaking in a K{6]8 Corsair ]keybo!ard Not clicky at all, mec'h""anical ]ke`yboard It's interesting.","Breaking in a K6688 Corsair keyboard. Not ccliccky at all, mechanical keyboard. It's interesting.","Breaking in a K68 Corsair keyboard. Not clicky at all, mechanical kybard It's interesting.","Breaking in a K68 Corsair keyboard. Not cliCky at all, mechanical keyboard. It's 'S"
30,1488300743350267904,i have four windows all open on my desktop across my two screens the adhd is running so fucking wild tonight,i have four windows all open on my desktop my across two screens the adhd is running so fucking wild tonight,"i-have`four windows all open on,my desktop`across my two`screens the adhd*is-running,so*fucking`wild tonight",i hav{ four wInd0w$ all Open on my desk7Op across my two screens the adhd is running so fucking wild tonight,i hvae four windows all oepn on my desktop across my two screens the adhd is rnuning so fucking wlid tonight,i hav]{e four ]windo!ws all open on my d?eskto/p across my !tw.o screens the adhd is running so fucking wild tonight,i haveee four windows all oopenn on my desktop across my two screens the adhd is runnningg so fucking wwilld ttonighht,i hae four windows all open on my dskop across my two screens the adhd is running so fking wild tnigt,i HAVE fouR windows all open on my DESktOp across my two screeNs the adhd is running so FUckINg wild tonight
31,1488300737872502784,"""Metaverse"" is a cringe and meaningless marketing term. 

Every video game is a metaverse.

Every website is a metaverse. 

Slapping a headset on and calling it something different doesn't make it new or unique.","""Metaverse"" is a cringe and meaningless marketing term. Every game video is a metaverse. Every website is a metaverse. Slapping a headset on and calling it something different doesn't make it new or unique.","""Metaverse""-is`a cringe and meaningless marketing,term. 

Every`video game is`a metaverse.

Every website*is-a,metaverse.*

Slapping`a headset`on and*calling`it something different-doesn't.make it new`or unique.","""Metaverse"" |$ a cringe and meaningless mArk{T|n9 term. Every video gAmE is a m{Tav{r$e Every website is a metaverse. Slapping a headset on and calling it something different doesn't make mAk{ new or unique.","""Metaverse"" is a cringe and meaningless marketing term. Every viedo game is a mevtaerse Every website is a metaverse. Saplpnig a headset on and calling it something different doesn't make it new or unique.","""Metaverse"" i]{s a cringe and ]meani!ngless marketing t'""erm Every vid.e!o game is a metaverse. Every website is a metaverse. Slapping a headset on and calling it something different doesn't make it new or unique.","""Metaverse"" isss a cringe and meaningless mmarketinng term. Every video game is a metaverse. Every webssitee is a mmetaveerse SSlappiing a headset on and calling it something different doesn't make it new or unique.","""Metaverse"" is a cringe and meaningless marketing term. Every vdeo game is a metaverse. Every website is a meavere Slapping a haset on and cllig it something different dos make it new or unique.","""Metaverse"" IS a cringe and meaningless marketIng term. Every video GAME is a metaversE Every WEbSiTe is a metaverse. Slapping a headset on and calling it something different doesn't make it new or unique."
32,1488300727025946627,i’ve had an iphone 8 since 2017 how do u take a screenshot without a home button,i’ve had an iphone 8 2017 since how do u take a screenshot without a home button,"i’ve-had`an iphone 8 since 2017,how do`u take a`screenshot without a*home-button",i’ve ’ an iphone 8 since 8 how 2017 u d0 a screenshot without S<re{n$h0T home button,i’ve ’ an iphone 8 since 2017 how 2107 u take a tkae without a home button,"i’ve {]’ an ]ha!d 8 since '""8 how ]`2017 u take a screenshot without a home button",i’ve ’’’ an iphone 8 iiphoone 2017 how do u take a screenshot without screeenshoot home button,i’ve ’ an iphone 8 since 2017 how 217 u take a screenshot without a home button,i’ve ’ an iphone 8 IpHONe 2017 how 2017 u take U screenshot without a home button
33,1488300723775459332,I only witness. I do not bind or conjoin with topics or people in the third eye bc it hard for me. I believe it’s an enforced investigation that has #coverup #CORRUPTION #illegal sugggested hashtags on point. #SEO please don’t bind. #Clairvoyant,I only witness. I do not bind or conjoin with topics or people in the third eye it bc hard for me. I believe it’s an enforced investigation that has #coverup #CORRUPTION #illegal sugggested hashtags on point. #SEO please don’t bind. #Clairvoyant,"I-only`witness. I do not bind,or conjoin`with topics or`people in the*third-eye,bc*it`hard for`me. I*believe`it’s an enforced-investigation.that has #coverup`#CORRUPTION #illegal sugggested.hashtags on point. #SEO-please don’t bind. #Clairvoyant",I only witness. I do not bind or conjoin with tOp|<S or people in the Thlrd {ye bc it hard for me. I believe it’s an enforced investigation that has #coverup #CORRUPTION #illegal sugggested hashtags on point. #SEO please don’t bind. dOn,I only witness. I do not bind or conjoin with topics or people in the thrid eye bc it hard for me. I belevie it’s an enforced investigation efnorecd ivnetsiagtion #coverup #CORRUPTION #illegal sugggested hashtags on point. #SEO please don’t bind. #Clairvoyant,"I only witness. I d]{o not bind or ]conjo!in with topics or p'""eople in the thi.r!d eye bc it hard for me. I believe it’s an enforced investigation that has #coverup #CORRUPTION #illegal sugggested hashtags on point. #SEO please @SE=O bind. #Clairvoyant",I only witness. I dooo not bind or conjoin with ttopiics or people in the third eye bc it hard for me. I believe it’s ’’’ enforced investigation eenforcedd investiigattion #coverup hhaas #illegal sugggested hashtags on point. #SEO please don’t bind. #Clairvoyant,I only witness. I do not bind or conjoin with topics or people in the tird eye bc it hard for me. I believe it’s an enforced investigation enored has #coverup #CORRUPTION cverp sugggested hashtags sugggeed hahags #SEO please don’t bind. #Clairvoyant,I only witness. I DO not bind or conjoin with topIcs or people in the third EYe bc it hard for me. I BelieVE it’s an S investigation that has #coverup #CORRUPTION #illegal sugggested hashtags on point. #SEO please don’t bind. #Clairvoyant
34,1488300716791902213,"Cat got on the computer keyboard, made the font size so small it could barely be read, started an Adele song and opened the Bing search engine. I never use Bing, so I have no idea how she managed that. 😺","Cat got on the computer keyboard, made the font size so small it could barely be read, an started Adele song and opened the Bing search engine. I never use Bing, so I have no idea how she managed that. 😺","Cat-got`on the computer keyboard, made,the font`size so small`it could barely*be-read,,started*an`Adele song`and opened*the`Bing search engine.-I.never use Bing,`so I have.no idea how she-managed that. 😺","Cat got on the computer keyboard, mad{ the font $lz{ so small it could barely be r{@d started an Adele $0n9 and op{ned the Bing search engine. I never use Bing, so I have no idea how she mAn@9{d that. 😺","Cat got on the computer keyboard, made the font szie so small it could barely be raed started an Adlee snog and opened the Bing saecrh engine. I never use Bing, so I have no idea how she managed that. 😺","Cat g{o]t on the computer ]keybo!ard made the f'""ont ]`size so small it could barely be read, started an Adele song and opened the Bing search engine. I never use Bing, so I have no id`(ea how she managed that. 😺","Cat goott on the computer keyboard, mmadee the font size so small it could barely be read, starrtedd an Adele ssonng and openeedd the Biingg search engine. I never use Bing, so I have no idea how she managed that. 😺","Cat got on the computer keyboard, made the font sze so small it could barely be read, started an Adele sng and opened the Big sach engine. I never use Bing, so I hae no idea how she managed that. 😺","Cat gOT on the computer keyboard, madE the font size so SMAlL it could barely be Read started an Adele SONG and opened the Bing search engine. I never use Bing, so I have no idea how she managed that. 😺"
35,1488300709380452352,"We're hiring @FutureFuel_io! We exist to crush student debt (also we're growing super fast 🚀🚀). Open roles - DM me if interested!

Head of Finance
Senior Project Manager
Product Manager
Senior UX Designer
UX Designer
Customer Success Manager
React Developer
DevOps Engineer",We're hiring @FutureFuel_io! We exist to crush student debt (also we're growing super fast 🚀🚀). Open roles DM - me if interested! Head of Finance Senior Project Manager Product Manager Senior UX Designer UX Designer Customer Success Manager React Developer DevOps Engineer,"We're-hiring`@FutureFuel_io! We exist to crush,student debt`(also we're growing`super fast 🚀🚀).*Open-roles,-*DM`me if`interested!

Head of*Finance
Senior`Project Manager
Product Manager
Senior-UX.Designer
UX Designer
Customer Success`Manager
React Developer
DevOps Engineer",We're hiring h|r|nG We exist to crush student debt (also we're growing super 're Grow|n9 $uper roles - DM me if interested! Head of Finance Senior Project 5En!or Product Manager Senior UX Designer UX D{$|9ner UX Success Manager React Man@GEr DevOps Engineer,We're hiring hiinrg We exist to exsit student debt (also dbet growing super fast groiwng spuer roles - DM rloes if interested! Head of Finance Senior Project Manager Product Manager Senior UX Designer UX Designer UX Success Manager Sucsces Developer DevOps Engineer,"We're hiring hir]{ing We ]Futur!eFuel_io to crush student c'""rush stude!.nt we're growing super fast 🚀🚀). Open roles - DM me if interested! Head of Finance Senior Project Manager Product Manager P@rodu=ct UX Designer UX Designer Customer Success Cust~ome^r React M^anag,er DevOps Engineer",We're hiring hiriingg We exist to crush student ccruush (also we're growing super 'rrre 🚀🚀). ssuuper roles 🚀🚀🚀🚀 DM me if interested! Head iinteressted Finance Senior Project Manager Product Manager Senior UX Designer UX Designer Customer Success Cuustoomer React Developer DevOps Engineer,We're hiring hiig We exist to exst student crsh (also we're growing super 're 🚀🚀). Open roles 🚀🚀 DM me DM interested! Head iteested Finance Senior Project Manager Product Manager Senior UX Designer UX Designer Customer Success Manager React Developer Reat Engineer,We're hiring HirING @ exist to crush student CRUsH (also Debt growing super fast 🚀🚀). SUPEr roles - DM me if interested! Head of Finance Senior Project Manager Product mANAgER Senior UX SenIOR UX DEsIgNEr Customer Success Manager React mANAGeR DevOps Engineer
